year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20190910,25.4,22.5,29.6,15.3,5125
20190911,23.9,21.5,27.8,7.4,5193
20190912,20.8,18.6,23.5,5.6,5193
20190913,21.7,17.1,27.4,0,5193
20190914,22.3,17.4,27.5,0.1,5193
20190915,23.4,19.7,28.8,0.4,5193
20190916,22.4,18.1,28.2,0.2,5260
20190917,21.3,15.5,27.8,0,5208
20190918,21,15.4,27.9,0,5221
20190919,19.2,13.5,25.6,0,5496
20190920,19.3,15,23.7,0,5622
20190921,17.8,16,20.7,40.1,5622
20190922,17.5,16.1,19.1,65.1,5622
20190923,18.1,14.4,22.5,0.4,5663
20190924,17.8,12.6,25,0,6162
20190925,18.4,12.6,24.8,0,6492
20190926,20.4,16,26.2,0,6641
20190927,21.4,16.8,26.9,1.5,6674
20190928,22.5,19.3,27.4,1.8,6674
20190929,22.2,18,28.5,0.1,6674
20190930,21.6,16.4,28.2,0.1,6903
20191001,21.5,18.4,24.9,9.4,7177
20191002,21.1,19.8,22.9,106.3,7328
20191003,22,18.7,26.3,28.9,7328
20191004,21.2,17.1,26.9,0.3,7876
20191005,18.9,15.5,22.6,3.2,7876
20191006,17.3,13.4,21.8,0,7876
20191007,15.5,13.8,17.7,8.6,8004
20191008,15.9,10.3,22,0.1,7437
20191009,13.3,6.8,21.2,0,7437
20191010,14.9,8.6,21.6,0,7122
20191011,17.9,11.9,24.8,0,6968
20191012,18,13.5,23.4,0,6968
20191013,15.9,10.6,22.3,0,6968
20191014,14.7,9.3,21.3,3.4,6826
20191015,13.3,8.5,18.8,1.2,6786
20191016,13.3,8.1,20.4,0,6626
20191017,14,9.5,19.9,0,6578
20191018,15.3,11,19.5,3.8,6531
20191019,16.2,11.6,22.6,0.2,6531
20191020,15.1,10.4,22.6,0,6531
20191021,15.3,9.5,23,0,6417
20191022,15.9,10.3,22.9,0,6291
20191023,16,12.1,20,0.1,6149
20191024,17.4,13.6,22.1,2.3,6014
20191025,16.9,12,22.7,0.3,5680
20191026,12.8,8.9,17,0,5680
20191027,10.7,5.4,17.4,0,5680
20191028,11.5,4.5,18.5,0.3,5710
20191029,13.2,8,18.8,0.7,5390
20191030,11.3,5.7,18.3,0,5327
20191031,13.3,6.1,20.7,0,5141
20191101,14.3,9,21.8,0,5027
20191102,13.5,7.7,19.9,0,5027
20191103,13.8,9.4,20.5,1.5,5027
20191104,12.5,7.6,18.9,0.2,5037
20191105,11.7,6,19.1,0,4841
20191106,11.3,5.5,18.6,0,4746
20191107,10.8,5.7,16.9,0,4739
20191108,7.8,2.3,15.3,0,4399
20191109,8.5,1.6,17.3,0.1,4399
20191110,9.4,3,15.8,8.5,4399
20191111,12.1,7.8,16.9,1.1,4299
20191112,9.7,4.8,16.6,0,4200
20191113,8.9,3.7,13.9,2.8,4275
20191114,3.7,-0.7,8.6,0,4262
20191115,7.2,-1,14,3.6,4345
20191116,10.3,5.1,17.1,0.2,4345
20191117,11,6.1,15.4,19,4345
20191118,8.7,3.4,16.4,11.6,4450
20191119,3.7,0.6,7,0.1,4519
20191120,2.6,-2.1,8.9,0,4645
20191121,5,-2.6,12.2,0,4605
20191122,9.3,2.8,17.3,0,4600
20191123,10.8,4.7,18.2,0,4600
20191124,12.8,7.4,19.6,1.2,4600
20191125,5.9,3.3,10.6,3.5,4655
20191126,7.7,2.6,13.5,0.5,4691
20191127,6.2,2.6,9.7,1,4756
20191128,4.7,0.3,10.4,3.1,4680
20191129,3.4,-1.2,9.9,0,4594
20191130,5.4,-1.5,12.7,0.1,4594
